mal_id,aired_from,aired_to,duration,episodes,genres,popularity,premiered,rank,rating,score,scored_by,source,status,studios,synopsis,title,title_english,type
620,2003-10-05,2003-12-21,24 min ,13,"['Mystery', 'Horror', 'Drama', 'Fantasy']",3345,Fall 2003,3332,R - 17+ (violence & profanity),7.07,7343,Manga,Finished Airing,"[{'mal_id': 73, 'name': 'TMS Entertainment'}]","According to an ancient legend, mermaid's flesh can grant immortality if eaten. 500 years ago, Yuta unknowingly ate a piece of mermaid's flesh. For centuries, he travels across Japan, hoping to find a mermaid, thinking she may be able to make him a normal human again. When he finally finds one, he discovers that she and her companions have been raising a girl to be their food so they can eat her and take on her youthful looks. That is how mermaids stay young. Yuta kills the mermaids and rescues her, but she has already eaten some of the mermaid's flesh. Although he had to kill the mermaids, Yuta isn't too disappointed. Yuta's once lonely existence is now over, as he has found a companion in Mana. And Mana, who had been trapped in a small hut her whole life, finds delight in even the simplest of things. Together, Yuta and Mana attempt to seek out more mermaids, trying to become normal humans again. (Source: ANN)",Takahashi Rumiko Gekijou Ningyo no Mori,Mermaid Forest,TV
6203,2009-10-08,2009-12-31,24 min ,13,"['Comedy', 'Romance', 'School', 'Shoujo Ai']",1983,Fall 2009,3125,PG-13 - Teens 13 or older,7.11,20602,Manga,Finished Airing,"[{'mal_id': 48, 'name': 'AIC'}]","Murasame Sumika is popular in the high school for her excellence in the marks and sports. However, she has a secret: she is in love with her classmate Kazama Ushio. Ushio also has a liking to the love between girls, but she hasn't noticed Sumika's feelings and has always been refused by other girls.",Sasameki Koto,Whispered Words,TV
621,1998-07-09,1998-09-23,25 min ,12,"['Action', 'Comedy', 'Horror', 'Mystery', 'Vampire']",3881,Summer 1998,3702,R+ - Mild Nudity,6.96,5831,Visual novel,Finished Airing,"[{'mal_id': 48, 'name': 'AIC'}]","Shido Tatsuhiko is not only a private eye... he is also a vampire with no real memory of his past. Joined by Yayoi Matsunaga, a female government agent, Riho Yamazaki, an orphaned teenage girl working as his girl Friday and Guni, a little green imp, Shido must face demonic creatures known as Nightbreed. Meanwhile, Cain, the vampire who made him what he is now, is seeking him... (Source: ANN)",Night Walker: Mayonaka no Tantei,Nightwalker: The Midnight Detective,TV
6211,2009-07-10,2009-09-18,22 min ,11,['Drama'],584,Summer 2009,427,PG-13 - Teens 13 or older,8.08,92530,Original,Finished Airing,"[{'mal_id': 4, 'name': 'Bones'}, {'mal_id': 290, 'name': 'Kinema Citrus'}]","Middle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to come true in the form of a magnitude 8.0 earthquake just a few moments later. When summer vacation begins, Mirai reluctantly takes her younger brother Yuuki to Odaiba, where a robot exhibition that he wanted to go to is being held. However, while they are in the exhibition center, the fury of a major earthquake shakes the Kanto region; helpless, both kids witness the devastating power of this natural disaster as it brings the city to its knees. In its aftermath, they stumble upon Mari Kusakabe, a motorcyclist and single mother who decides to help the young siblings. Aiming to return to their homes and reunite with their families, the group sets off on a long and hard journey through the decimated city. [Written by MAL Rewrite]",Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,TV
6213,2009-10-03,2010-03-20,24 min ,24,"['Action', 'Sci-Fi', 'Super Power']",262,Fall 2009,922,PG-13 - Teens 13 or older,7.74,196285,Manga,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun."" When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be. Toaru Kagaku no Railgun focuses on Mikoto and her friends—and the dangerous situations they find themselves in—as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city."" [Written by MAL Rewrite]",Toaru Kagaku no Railgun,A Certain Scientific Railgun,TV
6226,2006-11-22,2006-12-21,15 min ,2,"['Action', 'Drama', 'Fantasy']",7047,,5925,PG-13 - Teens 13 or older,6.47,1057,Unknown,Finished Airing,"[{'mal_id': 28, 'name': 'OLM'}]",DVD recap episodes. The recaps are included in Utawarerumono DVD Volumes 4 and 5.,Utawarerumono Recaps,,Special
6229,1993-12-01,2003-08-01,40 min ,32,"['Action', 'Drama', 'Historical', 'Military']",8699,,6287,PG-13 - Teens 13 or older,6.39,171,Unknown,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]","Konpeki no Kantai is a Japanese alternate-history original video animation series produced by JC Staff. Based on a 1992 novel by Yoshio Aramaki, the series focuses on a technologically advanced Imperial Japanese Navy and a radically different Pacific War that was brought about by Admiral Isoroku Yamamoto's revival in the past due to unexplained circumstances. The series also features real-life 1940s figures whose first names were changed, such as Winston Churchill to Kingston Churchill and Adolf Hitler to Heinrich von Hitler. (Source: Wikipedia)",Konpeki no Kantai,,OVA
623,2002-01-10,2002-06-27,24 min ,25,"['Adventure', 'Comedy', 'Magic', 'Romance', 'School']",6344,Winter 2002,4586,PG-13 - Teens 13 or older,6.75,993,Manga,Finished Airing,"[{'mal_id': 179, 'name': 'A.C.G.T.'}]","Nana Suzuki winds up being split into seven copies of herself. Besides the original Nana, there's also a smart Nana, a happy Nana, an angry Nana, a sensitive Nana, a sad Nana, and a slow Nana. (Source: ANN)",Shichinin no Nana,,TV
6245,2001-01-25,2004-01-23,12 min ,3,"['Comedy', 'Sci-Fi', 'Seinen']",9058,,5348,R+ - Mild Nudity,6.59,654,Unknown,Finished Airing,"[{'mal_id': 30, 'name': 'Ajia-Do'}]",Three short stories featuring China-san.,Spirit of Wonder: China-san Tanpenshuu,Spirit of Wonder: China-san Short Stories,Special
625,2003-12-19,2004-07-23,30 min ,3,"['Comedy', 'Romance']",7944,,9108,R+ - Mild Nudity,5.6,831,Visual novel,Finished Airing,[],"An anarchistic country that is said to dominate the world exists on a vast island known as Moekko Island. This is where the final works of AC Company's android combat maids (resembling beautiful young girls) are done, also where these maids get there communication training. A new maid is to come to the island to be trained, Rinia, she is a young looking girl, who has lost her all of her memories, she tries very hard to impress the owner at Moekko island, but just ends up making a lot of trouble around the mansion. Takahiro, the owner of Moekko island, a depressive young man who has also lost his memories is seen as a very unhappy person who thinks Rinia will only be trouble around the mansion. As time passes, Takahiro slowly grows attached to Rinia's attempted ways of helping and so starts a beautiful relationship among the quiet island. (Source: ANN)",Moekan The Animation,,OVA
6251,2008-01-25,2008-06-25,7 min ,6,"['Slice of Life', 'Comedy']",8446,,6299,G - All Ages,6.39,651,4-koma manga,Finished Airing,"[{'mal_id': 34, 'name': 'Hal Film Maker'}]",Short specials from the DVDs.,Sketchbook: Full Color's Picture Drama,,Special
626,1998-10-17,1999-04-03,24 min ,22,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']",5468,Fall 1998,4924,PG-13 - Teens 13 or older,6.68,2104,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","Tasuke Shichiri is the envy of his friends because since his parents are always traveling he can do as he pleases. It's a surprise present from his father that keeps him from being lonely: an odd ring known as the shitenrin. From it comes a moon goddess named Shaorin, dedicated to protecting her ""master"" -- no matter how much of a mess she makes doing it!",Mamotte Shugogetten!,"Protect Me, Heavenly Moon Guardian!",TV
6262,1976-10-07,1979-03-28,30 min ,127,"['Adventure', 'Fantasy', 'Historical', 'Drama']",9801,Fall 1976,3689,G - All Ages,6.97,279,Unknown,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Each episode of this series tells the story of a famous fairy tale from all around the world. Some of them are adapted from famous books such as ""The Iliad"". (Source: ANN)",Manga Sekai Mukashibanashi,Manga Fairy Tales of the World,TV
6288,2010-09-18,,2 hr,1,"['Action', 'Mecha', 'Sci-Fi', 'Space']",2115,,2241,R - 17+ (violence & profanity),7.32,31380,Original,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","In the year 2314 AD, the world is at peace. Thanks to the sacrifices of Celestial Being and its mobile suit pilots, the people of Earth experience a time of prosperity and unity, enjoying tranquil lives once thought impossible. Celestial Being, an organization once painted as villains by the Earth Sphere Federation, now exists in public perception as a group of heroes, celebrated in film and culture. When an extraterrestrial threat arrives on Earth, threatening the newly acquired calm stasis, Celestial Being springs back into action. Led by ace pilot Setsuna F. Seiei, the Gundam Meisters of the group battle the hostile alien forces, teaming up with old rivals to protect the human race from certain doom. [Written by MAL Rewrite]",Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,,Movie
629,1996-05-25,1997-10-25,28 min ,6,"['Sci-Fi', 'Comedy', 'Magic', 'Romance', 'Fantasy']",5423,,3205,PG-13 - Teens 13 or older,7.09,2906,Original,Finished Airing,"[{'mal_id': 196, 'name': 'Production Reed'}]","One sunny day invaders came from space. They weren't little green men or funny girls wearing school uniforms, though. They were ugly robots which defeated the UN forces in seconds. After that the invaders (known as ""eyeballs"") roamed around and observed human society. In fact, they were peaceful unless attacked. They were polite and followed all the traffic laws, too. Still, they were aliens and the people of Earth wanted them to go home. The Kitanohashi High School Magic Club took it on themselves to defeat these foul robots and free the world. (Source: ANN)",Mahoutsukai Tai!,Magic User's Club OVA,OVA
6293,1994-01-28,1994-06-24,45 min ,2,"['Action', 'School', 'Shounen']",7447,,4328,R - 17+ (violence & profanity),6.81,1308,Manga,Finished Airing,[],"Bouya Harumichi is a new transfer student to Suzuran all-boys high school, a place where only the worst delinquents assemble. Due to its large amount of delinquents who are hated by the general people for their inauspiciousness, similarly to crows, it is also known as ""Crows High School."" Harumichi is an insanely strong fighter but has an irresponsible personality. How will he act in this new environment where everyone is a delinquent? (Source: MU)",Koukou Butouden Crows,Crows,OVA
6299,2009-03-25,2009-08-21,1 min ,11,['Comedy'],6279,,2609,PG - Children,7.23,2112,Light novel,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]",A series of specials included on the Maria-sama ga Miteru 4th DVD releases.,Maria-sama ga Miteru 4th Specials,Keep it a Secret from Maria-sama,Special
630,1999-07-07,1999-10-06,24 min ,13,"['Sci-Fi', 'Comedy', 'Magic', 'Romance', 'School']",5004,Summer 1999,4413,PG-13 - Teens 13 or older,6.79,2715,Unknown,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}, {'mal_id': 196, 'name': 'Production Reed'}]","The aliens have been defeated, and the Bell has been transformed into a gigantic cherry tree. Now, the brave Magic User's Club must reconvene to deal with a new problem. Apparently, some inconsiderate persons left a skyscraper sized cherry tree in the middle of Tokyo, and it's become a major inconvenience to everyone in the city. Even though they have no idea who could have done such a thing, the Club feels strangely responsible and springs into action. Meanwhile, a mysterious person is spying on the magic club in the form of a small boy. (Source: ANN)",Mahoutsukai Tai! (TV),Magic User's Club,TV
6310,2001-07-14,,30 min,1,['Comedy'],10318,,6106,PG-13 - Teens 13 or older,6.43,293,Unknown,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","While the New Generation Choujins are taking part in Fan Appreciation Day, The Cyborg arrives, takes Meat hostage, and challenges Mantarou to a fight inside Tokyo Tower. (Source: ANN)",Kinnikuman II Sei: Second Generations,,Movie
6312,2008-08-22,,21 min,1,"['Action', 'Adventure', 'Comedy', 'Police']",7931,,3417,PG-13 - Teens 13 or older,7.04,877,Manga,Finished Airing,"[{'mal_id': 37, 'name': 'Studio Deen'}]","Rounding off season 3, Natsumi and Miyuki reminiscince about their lives at Bokuto station while hearing from people they've met through work. (This is limited to characters they've met in season 3.) We are also introduced to Bokuto Station's two new recruits; Kaori Takano and Sakura Fujieda. Starting off their duty, they are taken on a field trip by Miyuki and Natsumi and quickly find out what will be expected of them as police officers.",Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,You're Under Arrest: Full Throttle Special,Special
6327,2009-08-18,,1 min,1,"['Fantasy', 'Shoujo']",7036,,7915,PG-13 - Teens 13 or older,6.02,713,Manga,Finished Airing,"[{'mal_id': 96, 'name': 'Yumeta Company'}]","Five of the Chuo train stations have been turned into the proud leader Zero Tokyo (Hiroyuki Yoshino,) the girl-wooing Rintarou Shinjuku (Ryotaro Okiayu,) the ramen-loving otaku Riku Nakano (Hiroshi Kamiya,) the charming yet acerbic Takuto Kichijouji (Miyu Irino,) and the gentle yet risk-taking Lune Tachikawa (Kouki Miyata.) The anime version will be the first anime based on a title from Yomban, Bandai Visual's original content website. This is the 1 min introduction. The main thing is the drama CD called ""Special Seat e Youkoso!"" (ドラマCD 「スペシャルシートへようこそ」)",Miracle Train: Chuo-sen e Youkoso,Miracle Train: Welcome to the Chuo Line,Special
6336,2010-03-12,2014-06-06,1 hr 2 min ,7,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",1649,,324,PG-13 - Teens 13 or older,8.18,33695,Novel,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]","In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates. Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever. When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind. [Written by MAL Rewrite]",Mobile Suit Gundam Unicorn,Mobile Suit Gundam Unicorn,OVA
6347,2010-01-07,2010-04-01,24 min ,13,"['Comedy', 'Romance', 'School', 'Super Power']",199,Winter 2010,1179,PG-13 - Teens 13 or older,7.63,272909,Light novel,Finished Airing,"[{'mal_id': 300, 'name': 'Silver Link.'}]","Fumizuki Academy isn't a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year, students take a test that divides up the student body. The highest scorers are placed into A class, all the way down until F class, for the lowest of the low. Unfortunately for Akihisa Yoshii, his supposedly ""great"" intellect wasn't quite enough for such a test, and he's now stuck at the bottom of F class. Naturally, F class has the worst facilities: not only rotten tatami mats and broken tables, but also outdated equipment and worn out furniture. On the bright side, his friend Yuuji Sakamoto is in the same class, and to everyone's surprise, the genius girl Mizuki Himeji has also ended up in the same class due to an unforeseen fever on the day of the test. Unsatisfied with their perquisites, F class rallies behind Yuuji, determined to take on the higher-tiered classes in order to seize their perks by using the school's Examinations Summon Battle system. The participants can summon fantasy characters—whose power levels are equal to their student's test scores—in an all-out battle. Will F class be able to rise to the top, or will they live up to everyone's expectations and fail? [Written by MAL Rewrite]",Baka to Test to Shoukanjuu,Baka & Test - Summon the Beasts,TV
635,1999-04-06,1999-06-29,25 min ,13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen']",3938,Spring 1999,4942,PG-13 - Teens 13 or older,6.67,6316,Original,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Jiyu Nanohana is an ordinary schoolgirl until she runs across a scatterbrained 300 year old samurai who tells her that she is the reincarnation of Yagyu Jubei. With the help of the ""Lovely Eyepatch"" she transforms into the legendary swordsman whenever she needs to use his awesome fighting ability, which she needs to do quite often as a rival clan is dead set on conquering Yagyu to satisfy an old family grudge. (Source: ANN)",Juubee-chan: Lovely Gantai no Himitsu,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,TV
636,2004-01-08,2004-04-01,25 min ,13,"['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Samurai', 'Shounen']",4906,Winter 2004,4057,PG-13 - Teens 13 or older,6.88,3508,Original,Finished Airing,"[{'mal_id': 11, 'name': 'Madhouse'}]","Three hundred years ago, in the frigid land of Siberia, Jubei Yagyu engaged in a fierce battle with Kitaretsusai of the Northern Yagyu clan. The duel was costly, as his daughter Freesia was frozen in suspended animation. As a result of global warming in the present day, Freesia breaks free from her icy grave and moves to Japan as a middle school transfer student, where she befriends Jiyuu Nanohana. Little does Jiyuu know that Freesia is targeting her to acquire the coveted Lovely Eye Patch, which Freesia believes is rightfully hers. (Source: ANN)",Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Jubei-chan 2: The Counterattack of Siberia Yagyu,TV
6374,1978-10-01,1979-09-30,23 min ,52,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",8858,Fall 1978,6104,PG-13 - Teens 13 or older,6.43,462,Unknown,Finished Airing,"[{'mal_id': 103, 'name': 'Tatsunoko Production'}]","Two years after the defeat of Galactor and the apparent death of Condor Joe, a cruise ship is attacked by Leader X, killing nearly everyone on board. One of the survivors, a young girl, is captured by X and rapidly aged into the bizarre, masculine-voiced villainess Gel Sadra. Though she has the appearance of an adult, Gel Sadra is not immune to throwing childish tantrums and behaving immaturely. In the midst of the revival of Galactor, the Science Ninja Team is called back into action, with a shady man known as Hawk Getz acting as the replacement for Joe. Getz is quickly revealed to be a Galactor agent in disguise (and had killed the actual Getz who was to join), and winds up killed by a mysterious feather shuriken. After hints spread in the first three episodes, Joe reappears in the fourth episode, having somehow survived his fatal injuries at the end of the first series, and rejoins the team. It is later revealed that he was rescued by an ex-Galactor scientist at the brink of his death, and was the subject of various cybernetic augmentations. Later in the series, a female scientist known as Dr.Pandora is introduced, who had lost her husband and daughter in the cruise ship disaster. Unbeknown to her, her daughter Sammie survived and is in fact Gel Sadra.",Kagaku Ninja-tai Gatchaman II,Eagle Riders,TV
6375,1979-10-07,1980-08-31,24 min ,48,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",9012,Fall 1979,6522,PG-13 - Teens 13 or older,6.34,436,Unknown,Finished Airing,"[{'mal_id': 103, 'name': 'Tatsunoko Production'}]","After Leader X is seemingly destroyed for good at the end of Gatchaman II, a fragment of him that survived grows and mutates into Z. With the head of the Egobossler family, Count Egobossler (and his two subordinates Mechandol and Kempler), Z is bent on destroying the Earth, and the Science Ninja Team, once more. In the wake of Anderson's death, Dr.Nambu has become the new head of the ISO, while the team is now confined to the Gallatown (aka ""G-Town"") underwater base. Engineer Kamo is introduced, and after the New GodPhoenix is destroyed early on, the team receives the new Gatchaspartan as their mecha. The Gatchaspartan has a special mode as well, called Hypershoot, that can only be utilized by Ken (with his new ""Gatchafencer"" sword). As the series progresses, it is learned that the radiation exposure from constant use of the Hypershoot is slowly killing Ken, and that continued use would mean death. Meanwhile, Z plans to destroy the earth with an antimatter asteroid, codenamed ""Poison Apple"".",Kagaku Ninja-tai Gatchaman F,Eagle Riders (2),TV
6399,2009-05-27,,4 min,1,['Music'],4238,,1835,G - All Ages,7.42,7167,Unknown,Finished Airing,"[{'mal_id': 10, 'name': 'Production I.G'}]","Music video by Oasis, animated by Production I.G The song is also featured as the opening theme song in the anime series, Higashi no Eden, which is also animated by Production I.G.",Higashi no Eden: Falling Down,,Music
64,2004-10-08,2004-12-24,24 min ,12,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",765,Fall 2004,1726,PG-13 - Teens 13 or older,7.45,82936,Manga,Finished Airing,"[{'mal_id': 70, 'name': 'Nomad'}]","Traumatized by school, Jun Sakurada spends his days at home as a shut-in, purchasing things online, only to send them back before the free trial period ends. So when a note appears on his desk, asking whether or not he would wind something, he assumes it was something he ordered and carelessly circles ""yes,"" changing his life forever. A box arrives with a wind up doll inside, but this is no ordinary toy: after Jun winds her up, she begins walking and talking as if a normal person. With a haughty attitude, she introduces herself as Shinku, the fifth doll in the Rozen Maiden collection, a group of special dolls made by the legendary dollmaker Rozen. These sisters must battle each other in a competition called the Alice Game with the help of a human to ensure victory. The winner becomes Alice, a real girl who is worthy of meeting their creator. As more sentient dolls end up taking residence in Jun's house, and a foe from Shinku's past makes her appearance, Jun's life becomes far more complicated than he ever thought possible. [Written by MAL Rewrite]",Rozen Maiden,Rozen Maiden,TV
6408,2010-05-01,,1 hr 40 min,1,"['Mystery', 'Drama', 'Romance', 'School']",1945,,1770,PG-13 - Teens 13 or older,7.43,23988,Light novel,Finished Airing,"[{'mal_id': 10, 'name': 'Production I.G'}]","The protagonist of the story, Konoha Inoue, is a seemingly normal senior high 2nd year student. His high school life, other than a hinted incident 2 years ago, can be summed up as normal- if one can dismiss the secret fact that he used to be a female bestselling romance author. Due to that incident, however, he has now vowed never to write again. This continued on until he was forced to join the literary club by the literary club president, the 3rd year female student Amano Tooko, a beautiful girl who has a taste for eating literary works. Now he has been tasked with writing her snack every day after school. (Source: To Say Nothing of the Dog)","""Bungaku Shoujo"" Movie",,Movie
6413,1994-01-01,,15 min,1,"['Action', 'Comedy', 'Demons', 'Supernatural']",9297,,7409,PG-13 - Teens 13 or older,6.14,720,Manga,Finished Airing,"[{'mal_id': 18, 'name': 'Toei Animation'}]","First released to public at 1994 V-Jump Festa, later it became a special video feature to be requested by V-Jump purchasers. (Source: ANN)",Go! Go! Ackman,,OVA
6418,2005-01-01,,11 min,1,"['Action', 'Comedy', 'Shounen', 'Sports']",5901,,4445,PG-13 - Teens 13 or older,6.78,2297,Manga,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]",A brief OVA about the Devil Bats training on an island.,Eyeshield 21: Jump Festa 2005 Special,,Special
6421,2009-08-26,2010-08-25,15 min ,4,"['Military', 'Adventure', 'Drama', 'Magic', 'Fantasy', 'Shounen']",1114,,462,PG-13 - Teens 13 or older,8.05,57305,Manga,Finished Airing,"[{'mal_id': 4, 'name': 'Bones'}]","Amazing secrets and startling facts are exposed for the first time in the Fullmetal Alchemist: Brotherhood OVA Collection, a new assortment of stories set in never-before-seen corners of the FMA universe. Join Ed and Al as they chase rumors of successful human transmutation into a web of shocking family drama and lies. Sneak a glance at hidden sides of Winry and Hawkeye's personalities. Survive the frigid north with a young Izumi Curtis as she fights to gain a deeper understanding of alchemy. Explore the legendary friendship shared by Mustang and Hughes and watch them grow from military school rivals into hardened brothers transformed by the horrors of the Ishvalan War. You thought you knew the whole story. You thought all the tales were told. The Fullmetal Alchemist: Brotherhood OVA Collection offers proof: You were wrong. (Source: FUNimation)",Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist: Brotherhood OVA Collection,Special
6437,2009-04-24,2009-11-24,3 min ,9,"['Adventure', 'Comedy', 'Sci-Fi', 'Space']",8409,,6792,R+ - Mild Nudity,6.28,683,Unknown,Finished Airing,"[{'mal_id': 14, 'name': 'Sunrise'}]",Short specials added to DVDs and Blu-rays.,Sora wo Kakeru Shoujo Picture Drama,Girl Who Leapt Through Space Picture Drama,Special
644,2005-12-23,2006-02-24,22 min ,2,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",2998,,982,PG-13 - Teens 13 or older,7.72,14347,Manga,Finished Airing,"[{'mal_id': 7, 'name': 'J.C.Staff'}]",Two side stories: Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai. Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki. (Source: momento),Hachimitsu to Clover Specials,Honey and Clover Specials,Special
6444,2009-10-03,2010-03-27,20 min ,25,"['Adventure', 'Supernatural', 'Fantasy', 'Shounen']",1286,Fall 2009,1109,PG-13 - Teens 13 or older,7.67,36179,Manga,Finished Airing,"[{'mal_id': 1, 'name': 'Studio Pierrot'}]","With his mother taken away from him and having lost everything, Lag Seeing is now a letter whose delivery has been assigned to Gauche Suede, a Letter Bee. Despite their troubling start, the two of them become friends, leading Lag to realize what his aim in life is: to deliver people's most important feelings in the form of letters, just as Gauche has done. [Written by MAL Rewrite]",Tegamibachi,Tegami Bachi: Letter Bee,TV
6472,1994-08-15,1995-12-29,5 min ,35,['Horror'],9544,Summer 1994,7266,PG-13 - Teens 13 or older,6.17,217,Unknown,Finished Airing,"[{'mal_id': 86, 'name': 'Group TAC'}]","Based on the short story ""Ghost Toilet"" from Toru Tsunemitsu's urban myth collection ""School Ghost Stories."" This was adapted into the children's book ""Hanako in the Toilet: Scary Stories of Your School"" (1993). Several artists then adapted this into the ""Here Comes Hanako"" manga; most of them also wrote the anime version, which was aired as a segment of the TV series ""Ponkikki Kids."" Episodes, introduced by Hanako, included ""The Haunted Cinema"" and ""The Cursed Promise Ring.""",Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Scary High School Rumors,TV
6491,2009-05-01,2009-05-12,1 min ,12,"['Music', 'Slice of Life']",9209,,9685,G - All Ages,5.35,699,Music,Finished Airing,[],Twelve 1-minute fictional shorts about the real-life Japanese band SCANDAL.,Scandal,,ONA
65,2005-10-21,2006-01-27,24 min ,12,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",1380,Fall 2005,1114,PG-13 - Teens 13 or older,7.66,51885,Manga,Finished Airing,"[{'mal_id': 70, 'name': 'Nomad'}]","As the story of Rozen Maiden closes, a new chapter begins in Rozen Maiden: Träumend. Shinku and the other sentient dolls of the Rozen Maiden collection are living life as usual at Jun Sakurada's house. Having settled into his role as Shinku's partner in the deadly Alice Game, Jun overcomes his former fears and prepares to return to school. And although Shinku and the other dolls idly pass the days by in the comfort of Jun's home, dark times lie ahead as a new foe presents herself: Barasuishou, the seventh Rozen Maiden. But Barasuishou is a mystery even to her sisters, none of whom have ever laid eyes on her until now. Shinku considers this a sign that the Alice Game is coming to an end, meaning the dolls will soon be forced to fight one another. Haunted by the upcoming battle and nightmares concerning another doll, Shinku begins distancing herself from the others. If she wishes to claim victory, it will come at a high cost—the lives of her sisters. [Written by MAL Rewrite]",Rozen Maiden: Träumend,Rozen Maiden: Träumend,TV
6505,2003-04-20,2008-12-09,5 min ,5,"['Comedy', 'Romance']",3403,,627,G - All Ages,7.93,11723,Unknown,Finished Airing,[],"The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her. (Source: Wikipedia)",There She Is!!,,ONA
6509,1988-03-27,1996-06-09,25 min ,331,"['Comedy', 'Drama', 'Kids', 'Slice of Life']",7533,Spring 1988,5120,PG - Children,6.64,1410,Manga,Finished Airing,"[{'mal_id': 36, 'name': 'Gallop'}]","The main character is a scientific genius boy named Kiteretsu, who has built a companion robot named Korosuke. He frequently travels in time with his friends and Korosuke in the time machine he built. Miyoko is a girl in his neighborhood who is basically his girlfriend. Tongari is his rival, who happen to share some similar traits of Honekawa Suneo. Buta Gorilla (Kumada Kaoru) is a typical neighborhood bully, who also share similar traits of Gian (Takeshi Goda) except that he often antagonizes Korosuke (though they are in grade school). (Source: Wikipedia)",Kiteretsu Daihyakka,Kiteretsu Encyclopedia,TV
6511,1999-02-03,1999-09-29,23 min ,35,"['Action', 'Adventure', 'Space', 'Mecha', 'Shounen']",8480,Winter 1999,5993,PG - Children,6.45,712,Unknown,Finished Airing,"[{'mal_id': 196, 'name': 'Production Reed'}]","Beast Wars Neo was a television series that aired in Japan in 1999, in support of the toyline of the same name. It directly follows Beast Wars II. The show follows the adventures of a crew of Maximals, commanded by Big Convoy, as they compete with Magmatron's evil Predacons to collect the Angolmois energy capsules, scattered at the end of Beast Wars II.",Chou Seimeitai Transformers Beast Wars Neo,Beast Wars Neo,TV
